year,month,code,destination,net_mass,fob_etb,fob_usd
2016,04,71031000,United States,24.86,1187872.52,54684.98
2016,04,07129090,Russian Federation,18280.00,1186336.96,54614.28
2016,04,19041000,United States,10233.00,1176870.47,54178.49
2016,04,09103000,Morocco,67000.00,1149690.11,52927.21
2016,04,09011100,Turkey,19202.00,1125434.10,51810.56
2016,04,12099100,India,57000.00,1125082.44,51794.37
2016,04,19059020,Canada,21095.00,1111693.82,51178.01
2016,04,05040000,Viet Nam,29000.00,1077547.66,49606.05
2016,04,07082000,Netherlands,48382.88,1052545.54,48455.05
2016,04,09109900,Indonesia,25000.00,1050781.60,48373.85
2016,04,07133900,Egypt,115000.00,1044927.02,48104.33
2016,04,07082000,United Kingdom,17943.00,1044091.76,48065.88
2016,04,41120000,Hungary,839.00,1042674.20,48000.62
2016,04,12119000,Netherlands,11932.00,1039638.16,47860.85
2016,04,09041200,Sudan,15630.00,1012152.77,46595.53
2016,04,41120000,China,1303.00,1010685.29,46527.97
2016,04,20093100,Netherlands,33980.00,1009336.82,46465.90
2016,04,58021900,Kenya,8011.50,994191.10,45768.65
2016,04,09092100,Yemen,63500.00,992585.32,45694.72
2016,04,12074090,Bulgaria,38000.00,987951.36,45481.39
2016,04,08101000,Saudi Arabia,7200.00,972308.51,44761.26
2016,04,07129090,United Kingdom,16489.92,967543.73,44541.91
2016,04,12102000,Israel,43350.00,966344.17,44486.68
2016,04,08031000,Djibouti,321610.00,957580.61,44083.24
2016,04,08045000,Djibouti,44352.00,950930.88,43777.12
2016,04,52094200,Peru,26005.60,950091.78,43738.49
2016,04,13019000,Yemen,14991.00,940518.70,43297.78
2016,04,02042100,Bahrain,7398.00,937476.78,43157.74
2016,04,09103000,Iraq,50000.00,934321.10,43012.47
2016,04,19059020,Bahrain,26970.00,926087.43,42633.42
2016,04,41131000,Italy,2573.00,910795.61,41929.45
2016,04,40170000,Sudan,110150.00,903380.35,41588.08
2016,04,02045000,Bahrain,6778.00,887313.59,40848.43
2016,04,07129090,Zambia,1169.18,884745.56,40730.20
2016,04,12079910,Germany,37000.00,881789.92,40594.14
2016,04,12074090,Italy,38000.00,880923.29,40554.24
2016,04,12079910,Belgium,37000.00,880507.87,40535.12
2016,04,61091000,Belgium,1960.00,871953.45,40141.31
2016,04,20089900,Sudan,2524.82,871883.73,40138.10
2016,04,06031100,Japan,9738.64,867481.98,39935.46
2016,04,06031100,Norway,9415.12,819577.58,37730.13
2016,04,06031100,France,9737.29,817704.44,37643.89
2016,04,09041200,Australia,7830.00,817069.27,37614.65
2016,04,85481000,Somalia,366910.00,793319.56,36521.31
2016,04,07133300,France,72000.00,792846.49,36499.53
2016,04,26209100,China,24000.00,777700.80,35802.28
2016,04,08051000,Djibouti,38600.00,775477.47,35699.93
2016,04,09041200,Sweden,5242.00,769509.83,35425.20
2016,04,41120000,France,1809.00,765961.39,35261.85
2016,04,06031900,Australia,5325.24,763530.69,35149.95
2016,04,13012000,India,20000.00,757193.50,34858.21
2016,04,07129090,Hong Kong,1000.20,756524.31,34827.40
2016,04,01061300,Djibouti,22500.00,756098.00,34807.78
2016,04,73110000,Djibouti,6960.00,750300.49,34540.88
2016,04,96020090,Zimbabwe,1191.00,739161.40,34028.08
2016,04,12019000,Kenya,90000.00,737758.98,33963.52
2016,04,06021000,Japan,3319.00,737304.52,33942.60
2016,04,61099000,Germany,3765.16,734278.38,33803.29
2016,04,63052000,Italy,4535.20,706584.42,32528.37
2016,04,06021000,United States,1426.00,703114.24,32368.61
2016,04,04090000,Djibouti,10500.00,682466.39,31418.07
2016,04,19059020,United Kingdom,12209.00,680207.02,31314.05
2016,04,07129090,Netherlands,14344.26,676645.78,31150.11
2016,04,96020090,Congo,1240.00,674415.63,31047.44
2016,04,40121100,China,2870.80,672687.42,30967.88
2016,04,07133300,Slovakia,48000.00,658453.34,30312.60
2016,04,07133300,Greece,48000.00,653087.84,30065.59
2016,04,42031000,Japan,100.00,648192.74,29840.24
2016,04,07129090,China,856.38,647568.25,29811.49
2016,04,61102000,United States,2762.00,643186.98,29609.80
2016,04,33059000,Israel,11820.00,640380.17,29480.58
2016,04,07051100,Djibouti,167507.50,619679.64,28527.61
2016,04,07049000,Djibouti,200705.00,619646.60,28526.09
2016,04,01042000,Saudi Arabia,9000.00,614799.15,28302.93
2016,04,01041000,Djibouti,10800.00,604878.40,27846.22
2016,04,41120000,Japan,439.00,604131.79,27811.85
2016,04,07129090,Bangladesh,784.25,601833.78,27706.06
2016,04,42050000,Japan,396.00,584971.20,26929.77
2016,04,64059000,Italy,3605.00,583691.69,26870.87
2016,04,07129090,Germany,12390.54,583335.50,26854.47
2016,04,06021000,Germany,1653.00,575624.87,26499.50
2016,04,71031000,China,17503.18,571312.44,26300.98
2016,04,08039000,Djibouti,136796.00,565414.76,26029.47
2016,04,41139000,India,3179.00,564958.77,26008.48
2016,04,64039900,United States,536.00,564625.08,25993.12
2016,04,11061000,United States,5684.00,564100.74,25968.98
2016,04,09041100,India,9375.00,559373.20,25751.34
2016,04,08045000,Djibouti,161164.00,557880.14,25682.61
2016,04,07133300,Puerto Rico,40000.00,540934.11,24902.48
2016,04,25232100,Somalia,320000.00,533191.03,24546.02
2016,04,62079900,Germany,1789.00,532443.51,24511.60
2016,04,06031100,United Arab Emirates,6017.32,529698.06,24385.21
2016,04,25232900,Somalia,360000.00,529602.76,24380.83
2016,04,07132000,Israel,24250.00,526425.69,24234.57
2016,04,07069010,Djibouti,164523.00,518109.28,23851.71
2016,04,20089900,Qatar,1374.03,511736.22,23558.32
2016,04,61044200,Sudan,472.00,510361.31,23495.03
2016,04,11061000,Israel,12150.00,508205.49,23395.78
2016,04,09041200,Germany,3498.00,507693.98,23372.23
2016,04,61109000,Germany,5087.19,507410.02,23359.16
2016,04,71031000,Thailand,14.14,500815.19,23055.56
2016,04,96020090,Malawi,657.00,498484.61,22948.27
2016,04,01061300,Sudan,9990.00,497225.52,22890.31
2016,04,61112000,Germany,4935.13,494933.54,22784.79
2016,04,26201900,Kenya,51275.00,489404.23,22530.24
2016,04,12079990,Belgium,19500.00,485006.12,22327.77
2016,04,07099900,Djibouti,100530.00,483907.96,22277.22
2016,04,19059020,Kuwait,13166.00,481065.84,22146.38
2016,04,09011100,Djibouti,5580.00,478091.19,22009.44
2016,04,08101000,United Arab Emirates,8120.00,469704.00,21623.32
2016,04,06031900,Japan,4991.36,464361.43,21377.37
2016,04,07031000,Somalia,84394.00,456378.02,21009.85
2016,04,09093100,United States,7000.00,453658.80,20884.67
2016,04,01063900,Saudi Arabia,13600.00,449016.88,20670.97
2016,04,62149000,United States,386.60,448161.01,20631.57
2016,04,06031900,United Arab Emirates,5199.35,439237.36,20220.76
2016,04,61178000,Sudan,1004.00,433386.26,19951.40
2016,04,06031100,Saudi Arabia,5040.64,431198.31,19850.67
2016,04,32082000,Somalia,25100.00,427123.62,19663.09
2016,04,06031100,Oman,5081.12,424662.27,19549.78
2016,04,09092100,Oman,20000.00,423623.29,19501.95
2016,04,44072900,Sudan,199500.00,420051.70,19337.53
2016,04,09041200,Norway,1652.00,411104.56,18925.64
2016,04,07102900,Belgium,6089.00,409556.23,18854.36
2016,04,07132000,Jordan,22000.00,407529.93,18761.07
2016,04,07069010,Somalia,93921.00,405327.60,18659.69
2016,04,07129090,Burundi,531.85,402861.26,18546.15
2016,04,07129090,Viet Nam,525.64,398274.55,18334.99
2016,04,07135000,South Sudan,27000.00,394585.94,18165.18
2016,04,12079990,Hungary,19000.00,386385.02,17787.65
2016,04,09041200,Canada,3448.00,384662.60,17708.35
2016,04,52092100,Kenya,63.00,379180.49,17455.98
2016,04,22087000,South Sudan,12247.20,379061.33,17450.49
2016,04,22085000,South Sudan,12245.80,379018.00,17448.50
2016,04,09109900,Somalia,15909.00,377508.25,17378.99
2016,04,01022910,Yemen,8960.00,375840.76,17302.23
2016,04,07082000,Belgium,15668.00,373013.41,17172.07
2016,04,73090000,Somalia,8910.00,370629.08,17062.30
2016,04,11029000,Sudan,11400.00,368879.49,16981.76
2016,04,19059090,United States,3274.00,362027.01,16666.30
2016,04,06031900,Saudi Arabia,2333.76,350926.43,16155.27
2016,04,07129090,Botswana,461.30,349046.07,16068.71
2016,04,05119990,South Africa,49.00,346987.80,15973.95
2016,04,39233010,Somalia,9144.80,346881.15,15969.04
2016,04,08072000,Djibouti,102085.00,345738.65,15916.45
2016,04,11061000,South Africa,7500.00,345185.22,15890.97
2016,04,08101000,Nigeria,6392.00,344632.80,15865.54
2016,04,62079100,Greece,2680.00,343161.33,15797.80
2016,04,08051000,Djibouti,46680.00,341923.40,15740.81
2016,04,62034900,United Kingdom,806.00,340960.21,15696.47
2016,04,46021910,United States,993.11,340380.12,15669.76
2016,04,42022190,Japan,175.00,340361.97,15668.93
2016,04,64029900,United States,862.00,329792.44,15182.35
2016,04,63041900,Norway,2330.30,329356.28,15162.27
2016,04,20089900,Kenya,1638.22,329305.53,15159.93
2016,04,41120000,"Korea, Democratic People's Rep. of",162.00,326459.41,15028.91
2016,04,07039000,Djibouti,103652.00,320924.62,14774.11
2016,04,71031000,United Arab Emirates,7.04,320499.14,14754.52
2016,04,10041000,Israel,10190.00,318518.84,14663.35
2016,04,04090000,Sudan,4876.00,317716.66,14626.42
2016,04,07129090,South Africa,415.64,316587.33,14574.43
2016,04,07061000,Djibouti,97074.00,315985.62,14546.73
2016,04,53031000,Sudan,900.00,315940.95,14544.68
2016,04,19041000,South Africa,6700.00,315317.69,14515.99
2016,04,19059090,Djibouti,5089.00,314559.81,14481.10
2016,04,12119000,Germany,7167.00,314463.87,14476.68
2016,04,01022910,United Arab Emirates,7680.00,310635.36,14300.43
2016,04,08055000,Djibouti,93150.00,302653.54,13932.98
2016,04,06031900,Belgium,3263.04,295701.71,13612.94
2016,04,41120000,Spain,280.00,294397.10,13552.88
2016,04,02021000,United Arab Emirates,4692.77,294354.86,13550.94
2016,04,41131000,Philippines,392.00,291898.80,13437.87
2016,04,39269090,Portugal,24082.00,287248.24,13223.78
2016,04,07081000,Netherlands,7670.00,281512.28,12959.72
2016,04,09012100,Netherlands,1266.00,277029.35,12753.34
2016,04,35052000,Sudan,5083.01,270802.66,12466.69
2016,04,06031100,Netherlands,3094.08,266623.98,12274.32
2016,04,04029100,Somalia,151160.00,265321.68,12214.37
2016,04,11061000,Sweden,2990.00,257487.11,11853.69
2016,04,06031900,United Kingdom,3078.24,256661.95,11815.71
2016,04,42022110,Japan,35.00,252686.28,11632.68
2016,04,06031100,Italy,2898.72,242352.68,11156.96
2016,04,09092100,Somalia,23051.00,241404.47,11113.31
2016,04,41120000,Myanmar,209.00,238321.60,10971.39
2016,04,12099100,United States,29.70,236384.31,10882.20
2016,04,71031000,Mexico,11.59,235811.69,10855.84
2016,04,19059020,Switzerland,3050.00,231343.83,10650.16
2016,04,11062000,United States,1923.00,229106.07,10547.14
2016,04,42023190,United States,127.57,223545.65,10291.16
2016,04,09041200,United Arab Emirates,9333.00,223173.44,10274.03
2016,04,22030000,Israel,7920.00,216656.00,9973.99
2016,04,07139000,Sudan,40000.00,215719.00,9930.85
2016,04,09109900,United States,1439.00,213414.73,9824.77
2016,04,10082100,Israel,7500.00,210932.47,9710.50
2016,04,33059000,Sudan,3380.00,209720.96,9654.73
2016,04,62063000,United States,3254.90,200289.06,9220.52
2016,04,06021000,Norway,893.00,197608.00,9097.09
2016,04,64039900,Kenya,605.00,197572.98,9095.48
2016,04,06031100,Italy,1933.44,197528.24,9093.42
2016,04,06031100,Kuwait,2321.44,194013.95,8931.64
2016,04,64051000,Germany,159.00,192585.56,8865.88
2016,04,41131000,Romania,398.00,191848.88,8831.97
2016,04,41079900,China,758.30,191666.33,8823.56
2016,04,07129090,Chad,251.60,190509.88,8770.33
2016,04,07032000,Djibouti,31342.00,189801.32,8737.71
2016,04,64051000,Spain,276.00,188365.60,8671.61
2016,04,69120010,United States,1919.11,185796.92,8553.36
2016,04,34012090,Somalia,10060.00,185206.42,8526.17
2016,04,06021000,China,1077.00,183932.10,8467.51
2016,04,11029000,Australia,2700.00,183182.81,8433.02
2016,04,09041200,United Kingdom,2085.00,179894.48,8281.63
2016,04,62114900,United States,4953.30,179307.57,8254.61
2016,04,71101900,United States,0.64,177108.20,8153.36
2016,04,06031900,Kuwait,2108.48,176377.13,8119.71
2016,04,07129090,Sri Lanka,224.91,169988.90,7825.62
2016,04,42022190,United States,106.27,169301.66,7793.98
2016,04,04090000,Sudan,6450.00,165736.21,7629.84
2016,04,06021000,United Kingdom,450.00,164533.47,7574.47
2016,04,02099000,Oman,3020.00,163575.28,7530.36
2016,04,11062000,South Africa,2700.00,161299.34,7425.59
2016,04,07129090,Angola,211.65,160319.27,7380.47
2016,04,05069000,Viet Nam,21000.00,158780.58,7309.63
2016,04,07129090,Hungary,209.60,158560.04,7299.48
2016,04,06031900,Canada,1824.23,157158.69,7234.97
2016,04,64051000,United States,150.00,153119.68,7049.03
2016,04,07129090,Nigeria,201.70,152645.79,7027.21
2016,04,07108000,United Arab Emirates,7995.00,151946.56,6995.02
2016,04,19059020,Finland,2191.00,146579.45,6747.94
2016,04,04090000,Somalia,5600.00,145592.83,6702.52
2016,04,22021000,South Sudan,6600.00,142653.60,6567.21
2016,04,06031100,Kuwait,1664.96,139175.06,6407.07
2016,04,33059000,United States,2970.00,137268.36,6319.30
2016,04,06021000,Uganda,725.00,134927.45,6211.53
2016,04,07129090,Norway,3041.00,133581.66,6149.57
2016,04,07135000,Sudan,13728.00,131782.37,6066.74
2016,04,41131000,Viet Nam,339.00,130181.39,5993.04
2016,04,04090000,Somalia,2000.00,129993.60,5984.39
2016,04,19051000,Australia,1700.00,129646.95,5968.44
2016,04,07132000,Switzerland,1500.00,129616.80,5967.05
2016,04,57050000,United States,290.00,127533.01,5871.12
2016,04,09041200,Malta,471.00,123094.94,5666.81
2016,04,11031900,United States,1530.00,120353.30,5540.59
2016,04,06031100,Canada,1347.26,120208.26,5533.92
2016,04,19059020,Qatar,1710.00,117626.58,5415.06
2016,04,19041000,Israel,3250.00,116795.97,5376.83
2016,04,62149000,Canada,99.40,116767.08,5375.50
2016,04,06031100,Germany,1300.64,115938.94,5337.37
2016,04,19041000,Canada,2115.00,114790.11,5284.48
2016,04,07070000,Djibouti,17815.00,112272.89,5168.60
2016,04,19041000,Australia,1305.00,110780.45,5099.90
2016,04,62071900,United States,2744.00,110072.18,5067.29
2016,04,09109900,India,1000.00,108093.75,4976.21
2016,04,09083100,United States,641.00,107416.88,4945.05
2016,04,06031100,Qatar,1273.36,106603.15,4907.59
2016,04,09101100,South Africa,500.00,105961.73,4878.06
2016,04,09041200,France,700.00,104248.87,4799.21
2016,04,09041200,Nigeria,4302.00,103721.28,4774.92
2016,04,07129090,Indonesia,136.51,103336.02,4757.18
2016,04,39159000,Somalia,46710.00,101200.01,4658.85
2016,04,61171000,United States,93.75,100799.20,4640.40
2016,04,19041000,Switzerland,1060.00,99936.21,4600.67
2016,04,06031900,Oman,1104.40,97771.77,4501.03
2016,04,07129090,Philippines,124.10,93827.69,4319.46
2016,04,11061000,Germany,1490.00,93451.56,4302.14
2016,04,09041200,Denmark,840.00,93242.01,4292.50
2016,04,07099300,Djibouti,38555.00,92798.30,4272.07
2016,04,03056900,Sudan,8510.00,92131.84,4241.39
2016,04,07051900,Saudi Arabia,3797.00,91534.14,4213.87
2016,04,64061000,Uganda,160.00,89240.66,4108.29
2016,04,62044200,Israel,237.00,89049.27,4099.48
2016,04,75089000,United States,192.00,88395.64,4069.39
2016,04,11061000,Canada,1410.00,88034.02,4052.74
2016,04,61019000,United States,2711.00,87464.75,4026.53
2016,04,62114900,United States,2782.00,87287.40,4018.37
2016,04,09103000,Kenya,20000.00,86662.40,3989.60
2016,04,11061000,Australia,1075.00,86131.97,3965.18
2016,04,06021000,Spain,264.00,86003.74,3959.27
2016,04,07129090,Ireland,784.00,84620.12,3895.58
2016,04,01061300,Somalia,2100.00,84250.92,3878.58
2016,04,42022190,Sweden,70.40,83960.69,3865.22
2016,04,09041200,Israel,1350.00,83765.80,3856.25
2016,04,06021000,Canada,145.00,83751.01,3855.57
2016,04,44071000,South Sudan,8800.00,82329.28,3790.12
2016,04,07132000,United States,3279.00,81886.43,3769.73
2016,04,02021000,Bahrain,1394.83,81474.88,3750.78
2016,04,04051000,United States,227.50,81363.36,3745.65
2016,04,06021000,France,408.00,81107.18,3733.86
2016,04,11029000,United States,784.00,80803.45,3719.87
2016,04,08101000,Djibouti,954.00,79687.42,3668.50
2016,04,09109900,Australia,982.00,79648.46,3666.70
2016,04,19041000,Norway,399.00,79281.24,3649.80
2016,04,09083100,Australia,725.00,79220.49,3647.00
2016,04,07082000,Ireland,4000.00,78246.64,3602.17
2016,04,09083100,Israel,1200.00,77807.76,3581.96
2016,04,09109100,United States,300.00,76629.13,3527.70
2016,04,62171000,United States,1457.84,74144.38,3413.32
2016,04,06031100,Belgium,874.72,73084.45,3364.52
2016,04,61178000,Israel,176.00,72847.63,3353.62
2016,04,07129090,Myanmar,94.35,71545.22,3293.66
2016,04,11042900,Switzerland,1100.00,71289.24,3281.88
2016,04,06031900,Italy,809.60,71229.61,3279.13
2016,04,62143000,United States,93.00,69806.74,3213.63
2016,04,19059090,United Kingdom,270.00,68326.76,3145.50
2016,04,94038900,United States,243.11,67261.71,3096.46
2016,04,07129090,France,88.57,67052.21,3086.82
2016,04,06031900,United Arab Emirates,445.28,66727.75,3071.88
2016,04,62032900,United States,505.10,65433.57,3012.30
2016,04,71031000,Saudi Arabia,0.13,65047.30,2994.52
2016,04,04051000,Botswana,500.00,64996.80,2992.20
2016,04,09109900,Canada,1170.00,64880.78,2986.86
2016,04,04090000,Yemen,1000.00,64715.70,2979.26
2016,04,08101000,Qatar,1160.00,64625.45,2975.10
2016,04,55164100,United States,16.30,63765.11,2935.49
2016,04,06021000,Japan,266.00,63632.69,2929.40
2016,04,41131000,Turkey,96.00,63411.77,2919.23
2016,04,22085000,Somalia,825.00,62559.42,2879.99
2016,04,58050090,Israel,41.00,61567.98,2834.35
2016,04,61099000,Kenya,91.20,60936.88,2805.29
2016,04,09024000,United States,450.00,59797.08,2752.82
2016,04,11062000,Sweden,500.00,59582.29,2742.93
2016,04,07129090,Cape Verde,78.03,58998.32,2716.05
2016,04,09041200,Saudi Arabia,2270.00,58841.79,2708.84
2016,04,09109900,South Africa,920.00,58687.23,2701.73
2016,04,07129090,Madagascar,77.34,58532.32,2694.60
2016,04,07108000,Nigeria,322.00,58405.85,2688.78
2016,04,07129090,Zimbabwe,76.50,57925.30,2666.65
2016,04,61082900,United States,865.89,57605.26,2651.92
2016,04,62021900,Kenya,91.92,57417.52,2643.28
2016,04,06021000,Italy,168.00,57319.02,2638.74
2016,04,08071100,Djibouti,20925.00,57184.94,2632.57
2016,04,08101000,Seychelles,1225.00,57101.36,2628.72
2016,04,19059020,Netherlands,1143.75,56873.52,2618.23
2016,04,06021000,South Africa,308.00,56607.20,2605.97
2016,04,63051000,Sweden,66.00,55871.22,2572.09
2016,04,11029000,South Africa,1750.00,55162.35,2539.46
2016,04,12101000,United States,869.00,54193.67,2494.86
2016,04,07081000,Netherlands,1490.04,54038.83,2487.74
2016,04,71031000,Malaysia,2.02,54007.00,2486.27
2016,04,02086000,Oman,1000.00,53929.75,2482.71
2016,04,12119000,Belgium,432.00,52595.84,2421.31
2016,04,07032000,Somalia,2499.00,52465.35,2415.30
2016,04,19059020,France,750.00,52429.78,2413.66
2016,04,07129090,Djibouti,68.85,52057.34,2396.52
2016,04,07129090,Canada,68.09,51573.67,2374.25
2016,04,09041200,Netherlands,299.60,51292.84,2361.32
2016,04,19059090,Canada,450.00,51254.46,2359.55
2016,04,11043090,South Africa,648.00,50844.45,2340.68
2016,04,61044200,Denmark,39.00,50321.08,2316.58
2016,04,07094000,Djibouti,12781.00,49350.87,2271.92
2016,04,07051900,United Arab Emirates,1968.00,48835.89,2248.21
2016,04,06021000,Belgium,113.00,48373.60,2226.93
2016,04,08055000,Somalia,2000.00,47733.18,2197.45
2016,04,08101000,Malaysia,550.00,47458.17,2184.79
2016,04,10049000,Israel,1500.00,46986.09,2163.05
2016,04,61091000,Japan,108.00,46081.88,2121.43
2016,04,11062000,Australia,575.00,45659.29,2101.97
2016,04,08044000,Somalia,5774.00,43847.26,2018.56
2016,04,11061000,Netherlands,320.00,43545.96,2004.68
2016,04,07093000,Djibouti,8516.00,43300.24,1993.37
2016,04,61091000,Kenya,137.00,42247.92,1944.93
2016,04,11061000,Denmark,420.00,42180.91,1941.84
2016,04,19059020,Germany,1169.00,41557.87,1913.16
2016,04,07041000,Djibouti,9196.00,40727.50,1874.93
2016,04,61051000,Kenya,114.20,40038.02,1843.19
2016,04,11061000,Norway,200.00,39563.76,1821.36
2016,04,19059020,Australia,315.00,39552.34,1820.83
2016,04,08051000,Somalia,2000.00,39488.35,1817.89
2016,04,09083100,Canada,505.00,39114.64,1800.68
2016,04,07032000,Somalia,1000.00,38669.01,1780.17
2016,04,64051000,Switzerland,28.00,38496.03,1772.21
2016,04,16023900,United States,100.00,38288.53,1762.65
2016,04,07129090,Sweden,50.58,38279.16,1762.22
2016,04,70131090,United States,200.00,37859.67,1742.91
2016,04,68062000,Israel,350.00,37804.90,1740.39
2016,04,11062000,Canada,590.00,37471.32,1725.03
2016,04,12102000,United States,390.00,37372.68,1720.49
2016,04,06021000,Lebanon,84.00,37233.80,1714.10
2016,04,22011000,South Sudan,3600.00,36967.70,1701.85
2016,04,07051900,Nigeria,1498.00,36628.26,1686.22
2016,04,08101000,Netherlands,750.00,36266.70,1669.58
2016,04,06031100,"Korea, Republic of",431.20,36087.13,1661.31
2016,04,11043090,Canada,1040.00,36051.55,1659.67
2016,04,11062000,Norway,215.00,34803.33,1602.21
2016,04,09019000,United States,200.00,34664.96,1595.84
2016,04,62069000,United States,339.68,34367.89,1582.16
2016,04,07129090,Australia,45.30,34299.69,1579.02
2016,04,07149000,Djibouti,8902.00,34036.95,1566.93
2016,04,44190010,Australia,368.00,33736.15,1553.08
2016,04,12119000,Russian Federation,349.00,33622.07,1547.83
2016,04,06031100,Japan,394.24,33311.50,1533.53
2016,04,30023000,Uganda,69.00,33117.09,1524.58
2016,04,57025000,United States,243.11,32971.36,1517.87
2016,04,04090000,Saudi Arabia,480.00,32931.55,1516.04
2016,04,64059000,Yemen,240.00,31063.53,1430.04
2016,04,06031900,China,329.12,30794.99,1417.68
2016,04,07082000,Ireland,1500.00,29211.24,1344.77
2016,04,11061000,Switzerland,451.00,28420.92,1308.39
2016,04,39251000,Somalia,200.00,28083.64,1292.86
2016,04,12079990,Israel,1000.00,27003.50,1243.13
2016,04,07129090,Uganda,35.71,27002.36,1243.08
2016,04,09083200,South Africa,100.00,26781.93,1232.93
2016,04,12119000,Norway,601.00,26389.32,1214.86
2016,04,06031900,France,307.00,26356.18,1213.33
2016,04,07019000,Somalia,2400.00,26036.28,1198.61
2016,04,09041200,Lebanon,300.00,25998.72,1196.88
2016,04,72104100,South Sudan,1600.00,25998.72,1196.88
2016,04,07082000,Djibouti,5381.00,25996.34,1196.77
2016,04,22072000,Somalia,1953.00,25350.83,1167.05
2016,04,11042200,Canada,552.00,25114.76,1156.18
2016,04,73239400,United States,333.11,24869.54,1144.90
2016,04,06031100,Nigeria,298.32,24702.92,1137.23
2016,04,07129090,Switzerland,530.00,24655.88,1135.06
2016,04,06031900,Hong Kong,260.48,24599.22,1132.45
2016,04,75089000,South Africa,303.00,24165.50,1112.48
2016,04,06021000,United States,84.00,23537.08,1083.55
2016,04,19041000,United Kingdom,239.00,23516.69,1082.62
2016,04,75089000,Spain,40.00,23147.56,1065.62
2016,04,42022110,Canada,12.30,23033.82,1060.39
2016,04,11010000,United States,219.00,22543.58,1037.82
2016,04,38220000,Iraq,41.00,22510.55,1036.30
2016,04,11071000,United States,295.00,22375.66,1030.09
2016,04,21032000,United Arab Emirates,2048.75,22260.70,1024.80
2016,04,07081000,South Africa,565.50,22047.35,1014.97
2016,04,41120000,Kenya,12.00,21818.60,1004.44
2016,04,11029000,Sweden,504.00,21744.47,1001.03
2016,04,08043000,Somalia,1000.00,21696.90,998.84
2016,04,07011000,Somalia,2960.00,21568.23,992.92
2016,04,61099000,United States,277.50,21519.05,990.65
2016,04,12119000,Ireland,144.00,21362.13,983.43
2016,04,01041000,Yemen,336.00,21140.46,973.22
2016,04,07069090,Djibouti,1070.00,21060.09,969.52
2016,04,09012100,Denmark,100.00,20768.73,956.11
2016,04,07082000,South Africa,3828.00,20670.84,951.60
2016,04,58063100,United States,53.00,20574.02,947.15
2016,04,08043000,Somalia,1000.00,20522.66,944.78
2016,04,08072000,Somalia,2360.00,20488.09,943.19
2016,04,09109100,Australia,72.00,20466.19,942.18
2016,04,61022000,Kenya,40.00,20310.20,935.00
2016,04,08129000,Djibouti,5747.00,19897.31,915.99
2016,04,19041000,Denmark,250.00,19733.76,908.46
2016,04,62149000,Hong Kong,23.00,19639.86,904.14
2016,04,62044200,Sweden,28.80,19592.30,901.95
2016,04,09093100,Israel,300.00,19442.52,895.06
2016,04,07101000,Djibouti,970.00,19266.72,886.96
2016,04,25059000,South Sudan,132000.00,19226.49,885.11
2016,04,06031900,"Korea, Republic of",119.68,19208.29,884.27
2016,04,06021000,South Africa,24.00,19166.86,882.37
2016,04,09109900,Switzerland,72.00,19035.29,876.31
2016,04,11029000,Canada,384.00,18719.07,861.75
2016,04,46021110,Spain,60.00,18500.40,851.69
2016,04,08055000,Somalia,1000.00,18362.38,845.33
2016,04,71031000,Hungary,0.31,18172.64,836.60
2016,04,39269090,Somalia,176.00,18138.02,835.00
2016,04,07129090,Malaysia,23.97,18115.20,833.95
2016,04,19041000,Sweden,270.00,18038.33,830.41
2016,04,69120010,South Africa,345.00,17946.91,826.21
2016,04,69120010,Canada,630.00,17874.12,822.85
2016,04,07129090,Mali,23.38,17728.96,816.17
2016,04,07129090,Czech Republic,23.38,17669.75,813.45
2016,04,06031900,Bahrain,207.68,17368.63,799.58
2016,04,06031100,Switzerland,209.44,17361.41,799.25
2016,04,10041000,Canada,400.00,17332.48,797.92
2016,04,62149000,Israel,75.00,17307.28,796.76
2016,04,09109900,Israel,625.00,17012.20,783.17
2016,04,11081200,United States,370.00,16918.72,778.87
2016,04,41120000,Cambodia,14.00,16824.18,774.52
2016,04,09041100,Djibouti,3623.00,16580.41,763.30
2016,04,71031000,Japan,0.38,16418.12,755.83
2016,04,08045000,Somalia,980.00,16396.52,754.83
2016,04,08044000,Somalia,1500.00,16272.67,749.13
2016,04,19049000,United States,150.00,16249.20,748.05
2016,04,05069000,Netherlands,194.00,16225.57,746.96
2016,04,11010000,South Africa,500.00,16225.57,746.96
2016,04,40111000,South Africa,197.00,16202.10,745.88
2016,04,25010090,South Sudan,5500.00,16188.09,745.24
2016,04,39241090,Sweden,40.00,15730.25,724.16
2016,04,07070000,Somalia,1000.00,15187.83,699.19
2016,04,09012100,Somalia,100.00,15165.92,698.18
2016,04,61044200,Israel,46.00,14927.52,687.20
2016,04,06021000,Canada,35.00,14872.14,684.65
2016,04,06031100,"Korea, Democratic People's Rep. of",174.24,14586.58,671.51
2016,04,11042200,South Africa,200.00,14217.49,654.52
2016,04,63023100,United States,30.00,14104.30,649.31
2016,04,61051000,United States,228.20,14093.89,648.83
2016,04,11029000,Germany,272.00,14045.97,646.62
2016,04,62121000,Canada,39.50,13701.75,630.77
2016,04,69111000,Australia,112.00,13503.08,621.63
2016,04,13021300,Burundi,30.00,13265.70,610.70
2016,04,62149000,Switzerland,18.00,13088.63,602.55
2016,04,11071000,Israel,300.00,12980.46,597.57
2016,04,70133300,South Africa,90.00,12961.68,596.70
2016,04,12119000,Djibouti,96.00,12952.27,596.27
